./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_514.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_514.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_184.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_184.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_680.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_680.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_504.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_504.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_278.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_278.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_267.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_267.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_205.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_205.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_510.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_510.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_137.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_137.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_183.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_183.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_121.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_121.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_153.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_153.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_850.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_850.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_905.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_905.jpg
./food101/texts_txt/hot_and_sour_soup/hot_and_sour_soup_269.txt|hot_and_sour_soup|./food101/images/test/hot_and_sour_soup/hot_and_sour_soup_269.jpg
